"","ID","LATITUDE","LONGITUDE","ELEMENT","FIRSTYEAR","LASTYEAR","STATE","STATE_NAME"
"3193","USC00271647",44.8611,-71.5392,"TMAX",1960,2025,"NH","NEW HAMPSHIRE"
"6410","USW00013724",39.3778,-74.4236,"TMAX",1873,2025,"NJ","NEW JERSEY"
"3257","USC00287850",39.5697,-75.4617,"TMAX",1888,2025,"NJ","NEW JERSEY"
"3238","USC00280907",40.8917,-74.3964,"TMAX",1893,2025,"NJ","NEW JERSEY"
"3241","USC00281582",41.03,-74.4247,"TMAX",1893,2025,"NJ","NEW JERSEY"
"3244","USC00283181",40.3136,-74.2511,"TMAX",1893,2025,"NJ","NEW JERSEY"
"3247","USC00283951",40.2664,-74.5642,"TMAX",1893,2025,"NJ","NEW JERSEY"
"3252","USC00285728",39.9683,-74.865,"TMAX",1893,2025,"NJ","NEW JERSEY"
"6530","USW00014734",40.6828,-74.1692,"TMAX",1893,2025,"NJ","NEW JERSEY"
"3240","USC00281351",38.9533,-74.9361,"TMAX",1894,2024,"NJ","NEW JERSEY"
"3243","USC00283029",40.5742,-74.8817,"TMAX",1898,2025,"NJ","NEW JERSEY"
"3248","USC00284229",39.7994,-74.7806,"TMAX",1901,2024,"NJ","NEW JERSEY"
"3249","USC00284987",40.2969,-74.0017,"TMAX",1907,2025,"NJ","NEW JERSEY"
"3239","USC00281335",40.7436,-74.3539,"TMAX",1931,2024,"NJ","NEW JERSEY"
"6560","USW00014792",40.2769,-74.8158,"TMAX",1945,2025,"NJ","NEW JERSEY"
"6415","USW00013735",39.3661,-75.0778,"TMAX",1947,2025,"NJ","NEW JERSEY"
"929","CA008401000",46.6667,-53.0833,"TMAX",1920,2024,"NL","NEWFOUNDLAND AND LABRADOR"
"932","CA008401300",48.95,-57.95,"TMAX",1933,2024,"NL","NEWFOUNDLAND AND LABRADOR"
"933","CA008401500",49.1667,-57.4333,"TMAX",1933,2024,"NL","NEWFOUNDLAND AND LABRADOR"
"955","CA008501100",53.7167,-57.0333,"TMAX",1934,2024,"NL","NEWFOUNDLAND AND LABRADOR"
"957","CA008501900",53.3167,-60.4167,"TMAX",1941,2025,"NL","NEWFOUNDLAND AND LABRADOR"
"947","CA008403800",48.5333,-58.55,"TMAX",1942,2025,"NL","NEWFOUNDLAND AND LABRADOR"
"958","CA008502400",55.45,-60.2167,"TMAX",1942,2025,"NL","NEWFOUNDLAND AND LABRADOR"
"937","CA008401703",48.9333,-54.5667,"TMAX",1957,2025,"NL","NEWFOUNDLAND AND LABRADOR"
"940","CA008402544",48.35,-53.9,"TMAX",1962,2024,"NL","NEWFOUNDLAND AND LABRADOR"
"928","CA008400812",48.1667,-57.3333,"TMAX",1972,2024,"NL","NEWFOUNDLAND AND LABRADOR"
"925","CA008400301",48.9667,-56.0667,"TMAX",1973,2024,"NL","NEWFOUNDLAND AND LABRADOR"
"946","CA008403619",46.9167,-55.3833,"TMAX",1977,2025,"NL","NEWFOUNDLAND AND LABRADOR"
"939","CA008402520",49.9167,-55.6667,"TMAX",1984,2024,"NL","NEWFOUNDLAND AND LABRADOR"
"924","CA008400104",47.3,-54,"TMAX",1992,2024,"NL","NEWFOUNDLAND AND LABRADOR"
"931","CA008401298",48.9333,-57.9167,"TMAX",1993,2024,"NL","NEWFOUNDLAND AND LABRADOR"
"3282","USC00291664",36.9178,-106.5781,"TMAX",1893,2025,"NM","NEW MEXICO"
"3304","USC00294009",32.9203,-107.5656,"TMAX",1893,2025,"NM","NEW MEXICO"
"3344","USC00298387",34.0606,-106.8842,"TMAX",1893,2024,"NM","NEW MEXICO"
"3276","USC00291138",33.8044,-106.8908,"TMAX",1894,2024,"NM","NEW MEXICO"
"3318","USC00295960",32.9542,-105.8231,"TMAX",1894,2025,"NM","NEW MEXICO"
"3272","USC00290692",36.835,-108.0006,"TMAX",1895,2024,"NM","NEW MEXICO"
"3296","USC00292865",32.9161,-105.3381,"TMAX",1895,2025,"NM","NEW MEXICO"
"6667","USW00023051",36.4483,-103.1536,"TMAX",1896,2025,"NM","NEW MEXICO"
"3298","USC00293265",32.79,-108.2269,"TMAX",1897,2025,"NM","NEW MEXICO"
"3319","USC00295965",34.5208,-106.2606,"TMAX",1902,2025,"NM","NEW MEXICO"
"3283","USC00291813",36.4661,-104.9456,"TMAX",1904,2024,"NM","NEW MEXICO"
"3348","USC00299156",35.2006,-103.6867,"TMAX",1904,2025,"NM","NEW MEXICO"
"3270","USC00290600",32.7547,-104.3836,"TMAX",1905,2025,"NM","NEW MEXICO"
"3328","USC00297008",34.1742,-103.3519,"TMAX",1905,2025,"NM","NEW MEXICO"
"3294","USC00292837",36.5928,-106.73,"TMAX",1906,2025,"NM","NEW MEXICO"
"893","CA008202000",44.9833,-64.9167,"TMAX",1942,2024,"NS","NOVA SCOTIA"
"914","CA008206495",43.8333,-66.0833,"TMAX",1955,2025,"NS","NOVA SCOTIA"
"912","CA008206240",43.9833,-64.6667,"TMAX",1959,2024,"NS","NOVA SCOTIA"
"906","CA008204453",44.7667,-63.8333,"TMAX",1979,2024,"NS","NOVA SCOTIA"
"887","CA008200558",44.8167,-62.3333,"TMAX",1992,2024,"NS","NOVA SCOTIA"
"889","CA008200774",45.7667,-62.6833,"TMAX",1993,2024,"NS","NOVA SCOTIA"
"895","CA008202318",45.35,-60.9833,"TMAX",1993,2024,"NS","NOVA SCOTIA"
"897","CA008202592",44.4,-65.2,"TMAX",1993,2024,"NS","NOVA SCOTIA"
"908","CA008204909",47.2333,-60.15,"TMAX",1993,2024,"NS","NOVA SCOTIA"
"898","CA008202810",45.0667,-64.4833,"TMAX",1996,2024,"NS","NOVA SCOTIA"
"903","CA008204161",46.8167,-60.6667,"TMAX",1998,2024,"NS","NOVA SCOTIA"
"896","CA008202502",46.6667,-60.4,"TMAX",2000,2024,"NS","NOVA SCOTIA"
"900","CA008203405",44.9833,-62.4833,"TMAX",2000,2024,"NS","NOVA SCOTIA"
"890","CA008201390",45.4167,-63.4667,"TMAX",2003,2025,"NS","NOVA SCOTIA"
"902","CA008203702",45.7667,-64.2333,"TMAX",2003,2025,"NS","NOVA SCOTIA"
"207","CA002202200",60.0167,-111.9667,"TMAX",1943,2025,"NT","NORTHWEST TERRITORIES"
"210","CA002202400",60.8333,-115.7833,"TMAX",1943,2025,"NT","NORTHWEST TERRITORIES"
"206","CA002202115",61.7667,-121.2333,"TMAX",1957,2025,"NT","NORTHWEST TERRITORIES"
"215","CA002202801",65.2833,-126.8,"TMAX",1957,2025,"NT","NORTHWEST TERRITORIES"
"224","CA002204300",61.25,-123.75,"TMAX",1957,2024,"NT","NORTHWEST TERRITORIES"
"214","CA002202678",63.1333,-117.25,"TMAX",1974,2024,"NT","NORTHWEST TERRITORIES"
"218","CA002203095",69.6333,-135.45,"TMAX",1993,2024,"NT","NORTHWEST TERRITORIES"
"225","CA00220B6Q3",67.1833,-130.2333,"TMAX",1993,2024,"NT","NORTHWEST TERRITORIES"
"227","CA00220LQJJ",68.9167,-133.95,"TMAX",1993,2024,"NT","NORTHWEST TERRITORIES"
"203","CA002201799",61.3167,-117.6,"TMAX",1994,2024,"NT","NORTHWEST TERRITORIES"
"204","CA002201903",62.7167,-109.1667,"TMAX",1994,2025,"NT","NORTHWEST TERRITORIES"
"212","CA002202560",61.9167,-113.7333,"TMAX",1994,2024,"NT","NORTHWEST TERRITORIES"
"217","CA002203058",69.35,-124.0833,"TMAX",1994,2025,"NT","NORTHWEST TERRITORIES"
"226","CA00220CQHR",60.4333,-121.2333,"TMAX",1994,2024,"NT","NORTHWEST TERRITORIES"
"273","CA002503648",72,-125.25,"TMAX",1994,2025,"NT","NORTHWEST TERRITORIES"
"248","CA002400600",69.1,-105.1333,"TMAX",1929,2025,"NU","NUNAVUT"
"236","CA002301000",64.2,-83.3667,"TMAX",1933,2025,"NU","NUNAVUT"
"231","CA002300500",64.3,-96.0833,"TMAX",1946,2025,"NU","NUNAVUT"
"255","CA002401200",79.9833,-85.9333,"TMAX",1947,2025,"NU","NUNAVUT"
"266","CA002403500",74.7167,-94.9667,"TMAX",1947,2025,"NU","NUNAVUT"
"233","CA002300551",66.8333,-108.0167,"TMAX",1957,2025,"NU","NUNAVUT"
"234","CA002300902",67.8167,-115.15,"TMAX",1957,2025,"NU","NUNAVUT"
"237","CA002301102",61.1333,-100.8833,"TMAX",1957,2025,"NU","NUNAVUT"
"250","CA002400635",64.2333,-76.5333,"TMAX",1963,2025,"NU","NUNAVUT"
"265","CA002403450",75.3833,-105.7167,"TMAX",1969,2025,"NU","NUNAVUT"
"254","CA002400804",70.4833,-68.5167,"TMAX",1977,2025,"NU","NUNAVUT"
"262","CA002403049",66.15,-65.7167,"TMAX",1977,2025,"NU","NUNAVUT"
"264","CA002403206",72.6833,-77.9667,"TMAX",1977,2025,"NU","NUNAVUT"
"242","CA002303610",65.1,-102.4333,"TMAX",1980,2025,"NU","NUNAVUT"
"243","CA00230N002",65.75,-111.25,"TMAX",1997,2025,"NU","NUNAVUT"
"6779","USW00024128",40.9017,-117.8081,"TMAX",1877,2025,"NV","NEVADA"
"3128","USC00260507",39.4931,-117.0675,"TMAX",1887,2025,"NV","NEVADA"
"3182","USC00268761",39.3128,-119.6483,"TMAX",1887,2025,"NV","NEVADA"
"3136","USC00262708",39.5169,-115.9622,"TMAX",1888,2025,"NV","NEVADA"
"6776","USW00024121",40.8239,-115.7864,"TMAX",1890,2025,"NV","NEVADA"
"3177","USC00267908",38.4231,-115.0225,"TMAX",1891,2024,"NV","NEVADA"
"3154","USC00264935",41.9933,-117.7167,"TMAX",1892,2025,"NV","NEVADA"
"3155","USC00264950",39.4142,-114.7739,"TMAX",1892,2025,"NV","NEVADA"
"3131","USC00261485",39.1253,-119.7678,"TMAX",1893,2025,"NV","NEVADA"
"6689","USW00023154",39.2953,-114.8467,"TMAX",1893,2025,"NV","NEVADA"
"3189","USC00269229",38.9992,-119.1575,"TMAX",1894,2025,"NV","NEVADA"
"3185","USC00268988",41.1169,-114.9786,"TMAX",1895,2024,"NV","NEVADA"
"3156","USC00265168",38.3878,-118.1092,"TMAX",1896,2025,"NV","NEVADA"
"3153","USC00264698",40.17,-118.4775,"TMAX",1902,2024,"NV","NEVADA"
"3179","USC00268160",38.0694,-117.2355,"TMAX",1902,2025,"NV","NEVADA"
"7317","USW00094728",40.7789,-73.9692,"TMAX",1869,2025,"NY","NEW YORK"
"3420","USC00305816",40.7106,-74.0142,"TMAX",1871,2024,"NY","NEW YORK"
"3450","USC00309292",41.3906,-73.9608,"TMAX",1890,2024,"NY","NEW YORK"
"3410","USC00304912",43.7928,-75.4828,"TMAX",1892,2025,"NY","NEW YORK"
"3357","USC00300085",42.2797,-77.7664,"TMAX",1893,2025,"NY","NEW YORK"
"3359","USC00300183",42.3108,-78.0231,"TMAX",1893,2025,"NY","NEW YORK"
"3369","USC00300937",43.2161,-77.9528,"TMAX",1893,2025,"NY","NEW YORK"
"3381","USC00301752",42.7167,-74.9267,"TMAX",1893,2025,"NY","NEW YORK"
"3403","USC00304174",42.4492,-76.4492,"TMAX",1893,2025,"NY","NEW YORK"
"3409","USC00304844",43.1522,-78.6533,"TMAX",1893,2025,"NY","NEW YORK"
"3417","USC00305597",42.7314,-77.9053,"TMAX",1893,2025,"NY","NEW YORK"
"3428","USC00306774",41.3892,-74.6906,"TMAX",1893,2025,"NY","NEW YORK"
"3442","USC00308839",43.0031,-77.4483,"TMAX",1893,2025,"NY","NEW YORK"
"3446","USC00309000",43.9761,-75.8753,"TMAX",1893,2024,"NY","NEW YORK"
"3447","USC00309047",42.0019,-76.525,"TMAX",1893,2025,"NY","NEW YORK"
"3650","USC00330862",41.3831,-83.6111,"TMAX",1893,2025,"OH","OHIO"
"3652","USC00331072",40.8125,-82.9697,"TMAX",1893,2025,"OH","OHIO"
"3660","USC00332098",41.2783,-84.3847,"TMAX",1893,2024,"OH","OHIO"
"3664","USC00332791",41.0461,-83.6622,"TMAX",1893,2024,"OH","OHIO"
"3669","USC00333375",40.1033,-84.6503,"TMAX",1893,2025,"OH","OHIO"
"3672","USC00333758",39.2333,-83.6092,"TMAX",1893,2025,"OH","OHIO"
"3673","USC00333780",41.3072,-81.1475,"TMAX",1893,2024,"OH","OHIO"
"3685","USC00335438",41.5892,-84.5858,"TMAX",1893,2025,"OH","OHIO"
"3697","USC00336781",38.7569,-82.8872,"TMAX",1893,2025,"OH","OHIO"
"3705","USC00338609",40.8494,-84.5808,"TMAX",1893,2025,"OH","OHIO"
"3706","USC00338769",41.2019,-80.8106,"TMAX",1893,2025,"OH","OHIO"
"3709","USC00338822",41.5183,-84.1453,"TMAX",1893,2025,"OH","OHIO"
"3710","USC00338830",39.1114,-82.9797,"TMAX",1893,2025,"OH","OHIO"
"3648","USC00330563",40.3536,-83.7753,"TMAX",1894,2025,"OH","OHIO"
"3657","USC00331592",39.6103,-82.9556,"TMAX",1894,2025,"OH","OHIO"
"7218","USW00093950",34.8825,-95.7817,"TMAX",1893,2025,"OK","OKLAHOMA"
"3747","USC00342912",36.4194,-97.8747,"TMAX",1894,2025,"OK","OKLAHOMA"
"3758","USC00344001",34.2333,-97.4203,"TMAX",1894,2025,"OK","OKLAHOMA"
"3779","USC00346386",35.1808,-97.4378,"TMAX",1894,2025,"OK","OKLAHOMA"
"3800","USC00349364",35.8578,-98.4139,"TMAX",1902,2024,"OK","OKLAHOMA"
"3746","USC00342849",35.3925,-99.5064,"TMAX",1904,2024,"OK","OKLAHOMA"
"6497","USW00013975",36.2967,-99.7686,"TMAX",1904,2025,"OK","OKLAHOMA"
"3775","USC00346130",35.7781,-95.3339,"TMAX",1905,2025,"OK","OKLAHOMA"
"3759","USC00344019",36.5381,-98.2661,"TMAX",1906,2025,"OK","OKLAHOMA"
"3764","USC00344298",36.8594,-101.2214,"TMAX",1906,2024,"OK","OKLAHOMA"
"3765","USC00344451",33.9336,-94.8278,"TMAX",1907,2025,"OK","OKLAHOMA"
"3754","USC00343628",36.5914,-101.6181,"TMAX",1910,2024,"OK","OKLAHOMA"
"7226","USW00093986",34.9892,-99.0528,"TMAX",1910,2025,"OK","OKLAHOMA"
"3718","USC00340256",34.2208,-95.615,"TMAX",1918,2025,"OK","OKLAHOMA"
"6240","USW00003959",36.7664,-96.0131,"TMAX",1920,2025,"OK","OKLAHOMA"
"674","CA006139520",42.3333,-82.9333,"TMAX",1866,2024,"ON","ONTARIO"
"688","CA006150689",44.15,-77.4,"TMAX",1866,2024,"ON","ONTARIO"
"687","CA006149625",43.1333,-80.7667,"TMAX",1871,2024,"ON","ONTARIO"
"639","CA006105976",45.3833,-75.7167,"TMAX",1889,2024,"ON","ONTARIO"
"590","CA006016525",51.45,-90.2167,"TMAX",1930,2024,"ON","ONTARIO"
"700","CA006158875",44.1167,-77.5333,"TMAX",1935,2024,"ON","ONTARIO"
"618","CA006073975",49.4167,-82.4667,"TMAX",1937,2025,"ON","ONTARIO"
"599","CA006037775",50.1167,-91.9,"TMAX",1938,2025,"ON","ONTARIO"
"601","CA006040325",50.3,-88.9,"TMAX",1938,2024,"ON","ONTARIO"
"626","CA006085700",46.3667,-79.4167,"TMAX",1939,2025,"ON","ONTARIO"
"678","CA006142400",43.7333,-80.3333,"TMAX",1939,2024,"ON","ONTARIO"
"631","CA006101874",45.0167,-74.75,"TMAX",1950,2024,"ON","ONTARIO"
"667","CA006135583",42.5167,-81.6333,"TMAX",1957,2024,"ON","ONTARIO"
"680","CA006142803",43.6833,-80.7167,"TMAX",1958,2024,"ON","ONTARIO"
"630","CA006101335",46.05,-77.3667,"TMAX",1960,2024,"ON","ONTARIO"
"3812","USC00350304",42.2131,-122.7147,"TMAX",1892,2025,"OR","OREGON"
"3811","USC00350265",45.7211,-120.2064,"TMAX",1893,2025,"OR","OREGON"
"3826","USC00351862",44.6342,-123.19,"TMAX",1893,2024,"OR","OREGON"
"3841","USC00352997",45.5247,-123.1025,"TMAX",1893,2024,"OR","OREGON"
"3846","USC00353445",42.4239,-123.3219,"TMAX",1893,2025,"OR","OREGON"
"3852","USC00353827",45.3653,-119.5639,"TMAX",1893,2025,"OR","OREGON"
"3854","USC00354003",45.6847,-121.5175,"TMAX",1893,2024,"OR","OREGON"
"3903","USC00358407",45.6069,-121.2047,"TMAX",1893,2025,"OR","OREGON"
"6822","USW00024232",44.905,-123.0011,"TMAX",1893,2025,"OR","OREGON"
"3821","USC00351407",45.6778,-121.8739,"TMAX",1894,2025,"OR","OREGON"
"3838","USC00352800",44.8358,-123.4525,"TMAX",1897,2024,"OR","OREGON"
"3888","USC00356883",44.3006,-120.8406,"TMAX",1897,2024,"OR","OREGON"
"3872","USC00355734",45.4825,-120.7236,"TMAX",1898,2024,"OR","OREGON"
"3850","USC00353770",45.4486,-122.1547,"TMAX",1899,2025,"OR","OREGON"
"3891","USC00357169",42.9508,-123.3572,"TMAX",1899,2025,"OR","OREGON"
"3935","USC00361920",40.2258,-77.1894,"TMAX",1873,2025,"PA","PENNSYLVANIA"
"3979","USC00366927",40.1208,-75.4878,"TMAX",1893,2025,"PA","PENNSYLVANIA"
"3999","USC00368449",40.7933,-77.8672,"TMAX",1893,2025,"PA","PENNSYLVANIA"
"3926","USC00361354",39.9283,-77.6372,"TMAX",1894,2024,"PA","PENNSYLVANIA"
"3953","USC00364432",41.6769,-78.8036,"TMAX",1894,2025,"PA","PENNSYLVANIA"
"3992","USC00367931",40.7831,-76.8617,"TMAX",1894,2025,"PA","PENNSYLVANIA"
"3987","USC00367409",41.33,-77.7381,"TMAX",1896,2025,"PA","PENNSYLVANIA"
"4007","USC00369298",41.8467,-79.1494,"TMAX",1896,2025,"PA","PENNSYLVANIA"
"3943","USC00363028",41.4003,-79.8306,"TMAX",1897,2025,"PA","PENNSYLVANIA"
"3994","USC00368073",40.0592,-77.5214,"TMAX",1911,2025,"PA","PENNSYLVANIA"
"4001","USC00368596",41.0147,-75.2072,"TMAX",1911,2025,"PA","PENNSYLVANIA"
"3988","USC00367477",41.4197,-78.7492,"TMAX",1913,2025,"PA","PENNSYLVANIA"
"3973","USC00366194",40.1483,-74.953,"TMAX",1915,2025,"PA","PENNSYLVANIA"
"4004","USC00368873",41.4792,-79.4433,"TMAX",1921,2025,"PA","PENNSYLVANIA"
"3937","USC00362190",40.1636,-79.8694,"TMAX",1926,2024,"PA","PENNSYLVANIA"
"915","CA008300300",46.2833,-63.1333,"TMAX",1943,2025,"PE","PRINCE EDWARD ISLAND"
"920","CA008300590",46.4167,-63.0833,"TMAX",1961,2024,"PE","PRINCE EDWARD ISLAND"
"917","CA008300418",46.4667,-61.9833,"TMAX",1992,2024,"PE","PRINCE EDWARD ISLAND"
"921","CA008300596",46.4333,-63.8333,"TMAX",1999,2024,"PE","PRINCE EDWARD ISLAND"
"923","CA00830P001",46.35,-63.1667,"TMAX",2000,2025,"PE","PRINCE EDWARD ISLAND"
"918","CA008300516",47.05,-64,"TMAX",2002,2024,"PE","PRINCE EDWARD ISLAND"
"919","CA008300562",46.45,-62.5833,"TMAX",2003,2025,"PE","PRINCE EDWARD ISLAND"
"922","CA008305500",46.3,-63.5833,"TMAX",2004,2024,"PE","PRINCE EDWARD ISLAND"
"916","CA008300301",46.2833,-63.1167,"TMAX",2012,2024,"PE","PRINCE EDWARD ISLAND"
"NA1",NA,NA,NA,NA,NA,NA,NA,NA
"1005","RQC00667292",18.0258,-66.5253,"TMAX",1898,2025,"PR","PUERTO RICO"
"992","RQC00662801",18.3808,-67.1569,"TMAX",1899,2025,"PR","PUERTO RICO"
"999","RQC00665097",18.0331,-67.0722,"TMAX",1900,2024,"PR","PUERTO RICO"
"1001","RQC00665807",18.4308,-66.4661,"TMAX",1900,2025,"PR","PUERTO RICO"
"997","RQC00664702",18.4653,-67.0525,"TMAX",1901,2024,"PR","PUERTO RICO"
"989","RQC00660158",18.1281,-66.2642,"TMAX",1906,2025,"PR","PUERTO RICO"
"995","RQC00664193",17.9797,-66.1264,"TMAX",1914,2025,"PR","PUERTO RICO"
"994","RQC00663657",18.3342,-65.6528,"TMAX",1931,2025,"PR","PUERTO RICO"
"998","RQC00665064",18.2264,-65.9114,"TMAX",1931,2025,"PR","PUERTO RICO"
"993","RQC00663431",18.3361,-66.6667,"TMAX",1937,2025,"PR","PUERTO RICO"
"1011","RQW00011630",18.2553,-65.6411,"TMAX",1942,2025,"PR","PUERTO RICO"
"988","RQC00660152",17.9556,-66.2222,"TMAX",1955,2025,"PR","PUERTO RICO"
"1012","RQW00011641",18.4325,-66.0106,"TMAX",1956,2025,"PR","PUERTO RICO"
"1009","RQC00669521",18.3283,-66.0164,"TMAX",1957,2025,"PR","PUERTO RICO"
"1000","RQC00665693",17.9722,-67.0461,"TMAX",1959,2024,"PR","PUERTO RICO"
"980","PSW00040309",7.3367,134.4769,"TMAX",1951,2025,"PW","PALAU"
"976","PSC00914519",7.45,134.5,"TMAX",1983,2024,"PW","PALAU"
"977","PSC00914712",7.0333,134.2667,"TMAX",1991,2024,"PW","PALAU"
"979","PSC00914913",7.3689,134.5411,"TMAX",2004,2025,"PW","PALAU"
"978","PSC00914904",7.3689,134.5411,"TMAX",2024,2025,"PW","PALAU"
"751","CA007026465",45.6333,-72.1333,"TMAX",1878,2024,"QC","QUEBEC"
"733","CA007021954",45.8167,-71.9833,"TMAX",1880,2024,"QC","QUEBEC"
"742","CA007024280",45.3667,-71.8167,"TMAX",1888,2024,"QC","QUEBEC"
"849","CA007080468",46.7167,-79.1,"TMAX",1910,2024,"QC","QUEBEC"
"709","CA007014290",45.3,-74.05,"TMAX",1913,2024,"QC","QUEBEC"
"769","CA007028200",46.0333,-73.1167,"TMAX",1914,2024,"QC","QUEBEC"
"734","CA007022320",45.3,-72.9,"TMAX",1917,2024,"QC","QUEBEC"
"781","CA007031360",45.5167,-75.7833,"TMAX",1927,2024,"QC","QUEBEC"
"757","CA007027200",46.0667,-70.9667,"TMAX",1929,2024,"QC","QUEBEC"
"708","CA007014160",45.8167,-73.4333,"TMAX",1930,2024,"QC","QUEBEC"
"790","CA007037400",45.8,-74.05,"TMAX",1932,2024,"QC","QUEBEC"
"711","CA007015730",45.5,-74.0667,"TMAX",1937,2024,"QC","QUEBEC"
"832","CA007060400",48.3333,-71,"TMAX",1942,2025,"QC","QUEBEC"
"845","CA007075800",47.9167,-74.6167,"TMAX",1943,2025,"QC","QUEBEC"
"864","CA007113534",58.1,-68.4167,"TMAX",1947,2025,"QC","QUEBEC"
"4012","USC00374266",41.4903,-71.5431,"TMAX",1893,2024,"RI","RHODE ISLAND"
"6552","USW00014765",41.7225,-71.4325,"TMAX",1948,2025,"RI","RHODE ISLAND"
"7327","USW00094793",41.1667,-71.5833,"TMAX",1948,2025,"RI","RHODE ISLAND"
"4013","USC00375270",41.8564,-71.7333,"TMAX",1974,2024,"RI","RHODE ISLAND"
"6559","USW00014787",41.53,-71.2833,"TMAX",1996,2025,"RI","RHODE ISLAND"
"6561","USW00014794",41.3508,-71.8056,"TMAX",1999,2025,"RI","RHODE ISLAND"
"7048","USW00054796",41.4911,-71.5414,"TMAX",2001,2025,"RI","RHODE ISLAND"
"7049","USW00054797",41.4783,-71.5417,"TMAX",2001,2025,"RI","RHODE ISLAND"
"7099","USW00064710",41.9206,-71.4911,"TMAX",2021,2025,"RI","RHODE ISLAND"
"4011","USC00370897",41.1578,-71.5675,"TMAX",2023,2025,"RI","RHODE ISLAND"
"4036","USC00383742",34.8486,-82.35,"TMAX",1884,2025,"SC","SOUTH CAROLINA"
"4025","USC00381588",34.7028,-79.8822,"TMAX",1893,2025,"SC","SOUTH CAROLINA"
"4032","USC00382260",34.3011,-79.8767,"TMAX",1893,2025,"SC","SOUTH CAROLINA"
"4052","USC00385509",34.1653,-79.3875,"TMAX",1893,2025,"SC","SOUTH CAROLINA"
"4056","USC00386209",34.2917,-81.6208,"TMAX",1893,2025,"SC","SOUTH CAROLINA"
"6434","USW00013782",32.775,-79.9239,"TMAX",1893,2025,"SC","SOUTH CAROLINA"
"4018","USC00380506",33.9,-81.5389,"TMAX",1894,2025,"SC","SOUTH CAROLINA"
"4048","USC00385200",34.1994,-81.4144,"TMAX",1894,2025,"SC","SOUTH CAROLINA"
"4068","USC00387722",34.635,-81.5206,"TMAX",1895,2025,"SC","SOUTH CAROLINA"
"4029","USC00381770",34.6603,-82.8233,"TMAX",1896,2025,"SC","SOUTH CAROLINA"
"4079","USC00388887",34.7544,-83.075,"TMAX",1896,2025,"SC","SOUTH CAROLINA"
"4082","USC00389327",34.3706,-81.0825,"TMAX",1896,2024,"SC","SOUTH CAROLINA"
"4072","USC00388426",33.0367,-80.2325,"TMAX",1898,2025,"SC","SOUTH CAROLINA"
"4083","USC00389350",34.9378,-81.0375,"TMAX",1899,2025,"SC","SOUTH CAROLINA"
"4084","USC00389469",32.7019,-80.8517,"TMAX",1899,2024,"SC","SOUTH CAROLINA"
"4111","USC00392797",45.7656,-99.6222,"TMAX",1877,2025,"SD","SOUTH DAKOTA"
"6620","USW00014936",44.3792,-98.2228,"TMAX",1881,2025,"SD","SOUTH DAKOTA"
"4089","USC00390128",43.6514,-97.7981,"TMAX",1893,2025,"SD","SOUTH DAKOTA"
"4094","USC00391049",45.7886,-97.7489,"TMAX",1893,2025,"SD","SOUTH DAKOTA"
"4095","USC00391076",44.325,-96.7686,"TMAX",1893,2025,"SD","SOUTH DAKOTA"
"4096","USC00391294",45.5481,-103.9756,"TMAX",1893,2025,"SD","SOUTH DAKOTA"
"4105","USC00392302",44.3825,-97.5494,"TMAX",1893,2025,"SD","SOUTH DAKOTA"
"4112","USC00392927",45.0325,-99.1225,"TMAX",1893,2025,"SD","SOUTH DAKOTA"
"4113","USC00392984",44.0475,-96.6025,"TMAX",1893,2025,"SD","SOUTH DAKOTA"
"4114","USC00393029",44.0683,-98.0833,"TMAX",1893,2025,"SD","SOUTH DAKOTA"
"4121","USC00393832",44.5139,-99.4422,"TMAX",1893,2025,"SD","SOUTH DAKOTA"
"4124","USC00394037",44.0031,-97.5286,"TMAX",1893,2025,"SD","SOUTH DAKOTA"
"4127","USC00394516",43.9025,-99.8581,"TMAX",1893,2025,"SD","SOUTH DAKOTA"
"4155","USC00396212",43.1878,-103.2372,"TMAX",1893,2024,"SD","SOUTH DAKOTA"
"4167","USC00397882",44.4975,-103.8717,"TMAX",1893,2025,"SD","SOUTH DAKOTA"
"472","CA004013480",50.55,-103.65,"TMAX",1889,2024,"SK","SASKATCHEWAN"
"506","CA004047240",52.3667,-108.8333,"TMAX",1911,2024,"SK","SASKATCHEWAN"
"489","CA004020560",50.8333,-107.3167,"TMAX",1926,2024,"SK","SASKATCHEWAN"
"510","CA004056240",53.2167,-105.6667,"TMAX",1942,2025,"SK","SASKATCHEWAN"
"470","CA004012400",49.2167,-102.9667,"TMAX",1944,2025,"SK","SASKATCHEWAN"
"479","CA004015800",49.3167,-102.1167,"TMAX",1949,2024,"SK","SASKATCHEWAN"
"474","CA004014040",50.2,-102.7333,"TMAX",1950,2024,"SK","SASKATCHEWAN"
"509","CA004055736",51.4833,-107.05,"TMAX",1952,2024,"SK","SASKATCHEWAN"
"522","CA004068340",59.5667,-108.4833,"TMAX",1953,2025,"SK","SASKATCHEWAN"
"473","CA004013660",51.25,-103.75,"TMAX",1956,2024,"SK","SASKATCHEWAN"
"495","CA004028060",50.2667,-107.7333,"TMAX",1959,2025,"SK","SASKATCHEWAN"
"500","CA004034910",49.1,-107.0167,"TMAX",1962,2024,"SK","SASKATCHEWAN"
"469","CA004012300",51.1833,-104.8667,"TMAX",1963,2024,"SK","SASKATCHEWAN"
"503","CA004041000",53.45,-109.2,"TMAX",1964,2024,"SK","SASKATCHEWAN"
"468","CA004010879",50.3667,-102.5667,"TMAX",1965,2024,"SK","SASKATCHEWAN"
