"ID","LATITUDE","LONGITUDE","ELEMENT","FIRSTYEAR","LASTYEAR","STATE","STATE_NAME","RECORD_LENGTH"
"USC00401957",35.6381,-87.0864,"TMAX",1948,2026,"TN","TENNESSEE",79
"USC00402009",36.1075,-85.5033,"TMAX",1896,2025,"TN","TENNESSEE",130
"USC00402202",36.0147,-85.1314,"TMAX",1912,2026,"TN","TENNESSEE",115
"USC00402360",35.4722,-84.9958,"TMAX",1956,2026,"TN","TENNESSEE",71
"USC00402388",35.6394,-84.665,"TMAX",1997,2026,"TN","TENNESSEE",30
"USC00402390",35.5953,-88.1175,"TMAX",2011,2026,"TN","TENNESSEE",16
"USC00402489",36.0747,-87.3931,"TMAX",1900,2026,"TN","TENNESSEE",127
"USC00402589",36.4881,-87.8486,"TMAX",1897,2026,"TN","TENNESSEE",130
"USC00402600",36.2856,-88.7064,"TMAX",1957,2026,"TN","TENNESSEE",70
"USC00402806",36.3539,-82.2486,"TMAX",1895,2026,"TN","TENNESSEE",132
"USC00402934",36.1422,-82.4261,"TMAX",1979,2025,"TN","TENNESSEE",47
"USC00402989",35.9689,-87.1364,"TMAX",2001,2026,"TN","TENNESSEE",26
"USC00403040",35.6392,-85.3589,"TMAX",1999,2026,"TN","TENNESSEE",28
"USC00403074",35.1342,-86.5419,"TMAX",1957,2026,"TN","TENNESSEE",70
"USC00403280",35.9414,-86.8689,"TMAX",1893,2026,"TN","TENNESSEE",134
"USC00403370",36.3661,-85.6553,"TMAX",1997,2026,"TN","TENNESSEE",30
"USC00403420",35.6878,-83.5372,"TMAX",1921,2026,"TN","TENNESSEE",106
"USC00403465",36.065,-86.4175,"TMAX",2001,2026,"TN","TENNESSEE",26
"USC00403679",36.1056,-82.8436,"TMAX",1890,2026,"TN","TENNESSEE",137
"USC00404223",35.5567,-87.5414,"TMAX",1895,2025,"TN","TENNESSEE",131
"USC00404417",36.0031,-88.4244,"TMAX",1962,2026,"TN","TENNESSEE",65
"USC00404561",35.6214,-88.8456,"TMAX",1895,2026,"TN","TENNESSEE",132
"USC00404568",35.7103,-88.8222,"TMAX",2004,2026,"TN","TENNESSEE",23
"USC00404590",36.4258,-84.9419,"TMAX",2003,2025,"TN","TENNESSEE",23
"USC00404858",36.5194,-82.5275,"TMAX",1916,2026,"TN","TENNESSEE",111
"USC00404871",35.8572,-84.5281,"TMAX",2000,2026,"TN","TENNESSEE",27
"USC00404876",36.1033,-87.1153,"TMAX",1962,2026,"TN","TENNESSEE",65
"USC00404946",35.8983,-83.9569,"TMAX",1966,2025,"TN","TENNESSEE",60
"USC00405089",35.2436,-87.3508,"TMAX",1954,2025,"TN","TENNESSEE",72
"USC00405108",36.2292,-86.3181,"TMAX",1902,2026,"TN","TENNESSEE",125
"USC00405118",36.2978,-86.2631,"TMAX",2004,2026,"TN","TENNESSEE",23
"USC00405158",35.7875,-84.2622,"TMAX",1962,2026,"TN","TENNESSEE",65
"USC00405187",35.4139,-86.8086,"TMAX",1890,2026,"TN","TENNESSEE",137
"USC00405210",35.6503,-88.3903,"TMAX",1962,2026,"TN","TENNESSEE",65
"USC00405358",35.7522,-87.7939,"TMAX",1997,2026,"TN","TENNESSEE",30
"USC00405431",35.0097,-85.3442,"TMAX",1995,2026,"TN","TENNESSEE",32
"USC00405525",35.2983,-86.3631,"TMAX",1999,2026,"TN","TENNESSEE",28
"USC00405681",36.3511,-88.8533,"TMAX",1936,2025,"TN","TENNESSEE",90
"USC00405777",36.2292,-83.8219,"TMAX",2019,2026,"TN","TENNESSEE",8
"USC00405882",35.6722,-85.7811,"TMAX",1894,2025,"TN","TENNESSEE",132
"USC00405956",35.1297,-89.8039,"TMAX",1987,2026,"TN","TENNESSEE",40
"USC00406012",35.9331,-88.7272,"TMAX",1883,2026,"TN","TENNESSEE",144
"USC00406162",35.2242,-85.8414,"TMAX",1938,2026,"TN","TENNESSEE",89
"USC00406170",36.1478,-85.2653,"TMAX",1904,2026,"TN","TENNESSEE",123
"USC00406180",36.1014,-87.285,"TMAX",2005,2026,"TN","TENNESSEE",22
"USC00406271",36.2067,-83.3325,"TMAX",1982,2026,"TN","TENNESSEE",45
"USC00406272",36.1683,-83.4028,"TMAX",1995,2026,"TN","TENNESSEE",32
"USC00406292",36.4739,-81.8033,"TMAX",1956,2026,"TN","TENNESSEE",71
"USC00406308",35.6558,-88.0069,"TMAX",2005,2026,"TN","TENNESSEE",22
"USC00406328",35.655,-83.4411,"TMAX",1988,2026,"TN","TENNESSEE",39
"USC00406340",35.5572,-87.2019,"TMAX",1953,2026,"TN","TENNESSEE",74
"USC00406371",35.9203,-86.3728,"TMAX",1890,2026,"TN","TENNESSEE",137
"USC00406403",36.1136,-86.6781,"TMAX",2011,2026,"TN","TENNESSEE",16
"USC00406493",36.5517,-84.1728,"TMAX",1999,2026,"TN","TENNESSEE",28
"USC00406500",35.6108,-83.4289,"TMAX",1991,2026,"TN","TENNESSEE",36
"USC00406534",35.9833,-83.2008,"TMAX",1893,2026,"TN","TENNESSEE",134
"USC00406619",36.2131,-84.0603,"TMAX",1935,2026,"TN","TENNESSEE",92
"USC00406803",36.295,-86.655,"TMAX",1965,2026,"TN","TENNESSEE",62
"USC00406806",36.2469,-86.5631,"TMAX",1990,2026,"TN","TENNESSEE",37
"USC00406829",36.5028,-84.5308,"TMAX",1959,2026,"TN","TENNESSEE",68
"USC00407015",35.6078,-88.1197,"TMAX",1998,2025,"TN","TENNESSEE",28
"USC00407141",36.5514,-84.7967,"TMAX",2000,2026,"TN","TENNESSEE",27
"USC00407184",35.5983,-85.1939,"TMAX",1962,2026,"TN","TENNESSEE",65
"USC00407359",36.5878,-86.5258,"TMAX",1955,2025,"TN","TENNESSEE",71
"USC00407459",35.1842,-87.0422,"TMAX",1957,2026,"TN","TENNESSEE",70
"USC00407770",36.1639,-82.0953,"TMAX",2002,2026,"TN","TENNESSEE",25
"USC00407808",35.8092,-85.6417,"TMAX",2006,2026,"TN","TENNESSEE",21
"USC00407884",36.4161,-82.9839,"TMAX",1896,2026,"TN","TENNESSEE",131
"USC00408065",36.4517,-89.3008,"TMAX",1928,2026,"TN","TENNESSEE",99
"USC00408108",35.1525,-88.3217,"TMAX",1895,2026,"TN","TENNESSEE",132
"USC00408160",35.1644,-88.5989,"TMAX",1958,2025,"TN","TENNESSEE",68
"USC00408179",35.9297,-83.5983,"TMAX",1955,2025,"TN","TENNESSEE",71
"USC00408184",35.2028,-85.9172,"TMAX",1895,2026,"TN","TENNESSEE",132
"USC00408238",36.1661,-86.7247,"TMAX",2008,2026,"TN","TENNESSEE",19
"USC00408246",35.4756,-86.4608,"TMAX",1951,2026,"TN","TENNESSEE",76
"USC00408445",35.2803,-85.2414,"TMAX",1997,2025,"TN","TENNESSEE",29
"USC00408522",35.9067,-85.475,"TMAX",1961,2026,"TN","TENNESSEE",66
"USC00408540",35.6764,-84.8547,"TMAX",2003,2026,"TN","TENNESSEE",24
"USC00408562",36.4711,-86.8414,"TMAX",1942,2026,"TN","TENNESSEE",85
"USC00408868",36.465,-83.5603,"TMAX",1966,2026,"TN","TENNESSEE",61
"USC00408886",35.3264,-84.2294,"TMAX",1896,2025,"TN","TENNESSEE",130
"USC00408916",36.3208,-87.7331,"TMAX",1999,2026,"TN","TENNESSEE",28
"USC00409065",35.6031,-83.7767,"TMAX",1999,2026,"TN","TENNESSEE",28
"USC00409155",35.3453,-86.2092,"TMAX",1895,2026,"TN","TENNESSEE",132
"USC00409219",36.3925,-89.0317,"TMAX",1895,2025,"TN","TENNESSEE",131
"USC00409431",36.0608,-86.9064,"TMAX",2000,2026,"TN","TENNESSEE",27
"USC00409493",36.1142,-87.7419,"TMAX",2000,2025,"TN","TENNESSEE",26
"USC00409502",35.3042,-87.7592,"TMAX",1893,2026,"TN","TENNESSEE",134
"USC00409691",35.2897,-85.4736,"TMAX",2000,2025,"TN","TENNESSEE",26
"USC00409709",36.4511,-86.6456,"TMAX",2001,2026,"TN","TENNESSEE",26
"USC00409800",35.1614,-86.0314,"TMAX",1985,2026,"TN","TENNESSEE",42
"USC00409866",35.7764,-86.0172,"TMAX",1958,2026,"TN","TENNESSEE",69
"USC00410011",36.0542,-102.5028,"TMAX",2021,2026,"TX","TEXAS",6
"USC00410012",33.8411,-101.8508,"TMAX",1969,2026,"TX","TEXAS",58
"USC00410013",32.4317,-99.6325,"TMAX",2001,2026,"TX","TEXAS",26
"USC00410058",32.9678,-96.8372,"TMAX",2022,2026,"TX","TEXAS",5
"USC00410120",32.7047,-99.3011,"TMAX",1901,2026,"TX","TEXAS",126
"USC00410176",30.3703,-103.7808,"TMAX",2011,2026,"TX","TEXAS",16
"USC00410213",35.2328,-101.7092,"TMAX",2018,2025,"TX","TEXAS",8
"USC00410225",29.4608,-101.0286,"TMAX",1964,2026,"TX","TEXAS",63
"USC00410268",32.7667,-99.89,"TMAX",1898,2026,"TX","TEXAS",129
"USC00410345",26.8339,-97.7078,"TMAX",2005,2026,"TX","TEXAS",22
"USC00410394",33.1525,-100.2331,"TMAX",1962,2026,"TX","TEXAS",65
"USC00410404",32.1633,-95.83,"TMAX",1903,2025,"TX","TEXAS",123
"USC00410408",33.1244,-94.1661,"TMAX",1998,2026,"TX","TEXAS",29
"USC00410433",30.4144,-97.7664,"TMAX",2008,2026,"TX","TEXAS",19
"USC00410436",28.3889,-96.8389,"TMAX",1897,2026,"TX","TEXAS",130
"USC00410493",31.7414,-99.9764,"TMAX",1897,2026,"TX","TEXAS",130
"USC00410498",30.9839,-103.7408,"TMAX",1923,2023,"TX","TEXAS",101
"USC00410569",28.9797,-95.975,"TMAX",1912,2025,"TX","TEXAS",114
"USC00410586",29.9142,-94.9908,"TMAX",1946,2025,"TX","TEXAS",80
"USC00410613",30.0686,-94.2928,"TMAX",1947,2026,"TX","TEXAS",80
"USC00410639",28.4575,-97.7061,"TMAX",1897,2026,"TX","TEXAS",130
"USC00410655",30.0317,-96.2167,"TMAX",2002,2026,"TX","TEXAS",25
"USC00410690",27.5969,-98.4161,"TMAX",1962,2026,"TX","TEXAS",65
"USC00410691",32.6475,-97.4439,"TMAX",1950,2023,"TX","TEXAS",74
"USC00410902",29.7986,-98.7353,"TMAX",1898,2026,"TX","TEXAS",129
"USC00410923",33.64,-96.1669,"TMAX",1903,2026,"TX","TEXAS",124
"USC00410984",33.5511,-97.8472,"TMAX",1897,2025,"TX","TEXAS",129
"USC00411000",35.5303,-102.2564,"TMAX",1964,2026,"TX","TEXAS",63
"USC00411017",31.1444,-99.3492,"TMAX",1893,2025,"TX","TEXAS",133
"USC00411033",35.62,-103.0072,"TMAX",1964,2025,"TX","TEXAS",62
"USC00411042",32.75,-98.9017,"TMAX",1898,2024,"TX","TEXAS",127
"USC00411048",30.1592,-96.3972,"TMAX",1897,2026,"TX","TEXAS",130
"USC00411128",33.1908,-102.2681,"TMAX",1953,2026,"TX","TEXAS",74
"USC00411138",31.7228,-99.0142,"TMAX",1893,2026,"TX","TEXAS",134
"USC00411246",32.5067,-97.3444,"TMAX",1986,2025,"TX","TEXAS",40
"USC00411250",30.7586,-98.2339,"TMAX",1896,2026,"TX","TEXAS",131
"USC00411267",35.1867,-102.0797,"TMAX",2004,2026,"TX","TEXAS",23
"USC00411337",28.4658,-98.3539,"TMAX",1999,2026,"TX","TEXAS",28
"USC00411429",29.8608,-98.1958,"TMAX",1961,2025,"TX","TEXAS",65
"USC00411430",34.9806,-101.9264,"TMAX",1950,2025,"TX","TEXAS",76
"USC00411441",34.4125,-101.0683,"TMAX",2024,2026,"TX","TEXAS",3
"USC00411486",28.4894,-99.8733,"TMAX",1912,2026,"TX","TEXAS",115
"USC00411500",32.1614,-94.3397,"TMAX",1951,2026,"TX","TEXAS",76
"USC00411524",29.1333,-103.5144,"TMAX",1947,2026,"TX","TEXAS",80
"USC00411596",31.2581,-95.9744,"TMAX",1937,2026,"TX","TEXAS",90
"USC00411671",29.3092,-97.4061,"TMAX",2001,2026,"TX","TEXAS",26
"USC00411694",34.4386,-100.2186,"TMAX",1997,2026,"TX","TEXAS",30
"USC00411715",29.2703,-103.3003,"TMAX",1947,2026,"TX","TEXAS",80
"USC00411720",28.4675,-98.2525,"TMAX",1983,2026,"TX","TEXAS",44
"USC00411800",32.3139,-97.4061,"TMAX",1907,2026,"TX","TEXAS",120
"USC00411875",31.8281,-99.4178,"TMAX",1897,2026,"TX","TEXAS",130
"USC00411880",28.7156,-97.1742,"TMAX",2003,2026,"TX","TEXAS",24
"USC00411911",29.6989,-96.5731,"TMAX",1962,2026,"TX","TEXAS",65
"USC00411956",30.3303,-95.4831,"TMAX",1897,2026,"TX","TEXAS",130
"USC00411968",33.3192,-95.6039,"TMAX",2008,2025,"TX","TEXAS",18
"USC00411974",31.5333,-101.2842,"TMAX",1964,2026,"TX","TEXAS",63
"USC00412011",27.7792,-97.5056,"TMAX",2004,2026,"TX","TEXAS",23
"USC00412013",27.6606,-97.3983,"TMAX",2003,2024,"TX","TEXAS",22
"USC00412019",32.1225,-96.4867,"TMAX",1893,2026,"TX","TEXAS",134
"USC00412082",31.4072,-102.3578,"TMAX",1929,2026,"TX","TEXAS",98
"USC00412084",31.6728,-102.4133,"TMAX",1999,2024,"TX","TEXAS",26
"USC00412114",31.3072,-95.4508,"TMAX",1904,2026,"TX","TEXAS",123
"USC00412121",33.6608,-101.2778,"TMAX",1893,2026,"TX","TEXAS",134
"USC00412125",28.5978,-98.5547,"TMAX",2003,2026,"TX","TEXAS",24
"USC00412173",29.0892,-97.3433,"TMAX",1901,2025,"TX","TEXAS",125
"USC00412180",33.155,-95.8433,"TMAX",2022,2026,"TX","TEXAS",5
"USC00412266",29.0661,-96.2583,"TMAX",1896,2026,"TX","TEXAS",131
"USC00412404",33.1992,-97.105,"TMAX",1913,2025,"TX","TEXAS",113
"USC00412408",32.9694,-102.8264,"TMAX",1986,2026,"TX","TEXAS",41
"USC00412446",32.7056,-94.7889,"TMAX",2012,2026,"TX","TEXAS",15
"USC00412464",34.5442,-102.3019,"TMAX",1962,2026,"TX","TEXAS",65
"USC00412585",30.2194,-97.9878,"TMAX",1984,2026,"TX","TEXAS",43
"USC00412676",29.6211,-96.3661,"TMAX",2011,2023,"TX","TEXAS",13
"USC00412741",31.2211,-99.8503,"TMAX",1938,2026,"TX","TEXAS",89
"USC00412758",26.2981,-98.1575,"TMAX",2005,2026,"TX","TEXAS",22
"USC00412786",29.2,-96.2653,"TMAX",1942,2026,"TX","TEXAS",85
"USC00412809",30.8694,-100.5994,"TMAX",2003,2026,"TX","TEXAS",24
"USC00413060",26.5581,-99.1372,"TMAX",1962,2026,"TX","TEXAS",65
"USC00413133",32.5339,-96.6608,"TMAX",1962,2025,"TX","TEXAS",64
"USC00413214",33.9847,-101.3339,"TMAX",1939,2026,"TX","TEXAS",88
"USC00413225",36.4328,-100.1369,"TMAX",1934,2026,"TX","TEXAS",93
"USC00413257",30.8272,-100.1103,"TMAX",1877,2026,"TX","TEXAS",150
"USC00413262",30.5997,-103.8869,"TMAX",1902,2026,"TX","TEXAS",125
"USC00413265",32.9264,-99.2342,"TMAX",2009,2026,"TX","TEXAS",18
"USC00413266",31.1847,-105.7411,"TMAX",1966,2025,"TX","TEXAS",60
"USC00413280",30.9072,-102.9153,"TMAX",1940,2025,"TX","TEXAS",86
"USC00413285",32.8342,-97.2981,"TMAX",1994,2026,"TX","TEXAS",33
"USC00413289",32.8472,-97.4761,"TMAX",2003,2026,"TX","TEXAS",24
"USC00413329",30.2392,-98.9089,"TMAX",1896,2025,"TX","TEXAS",130
"USC00413340",28.9844,-95.3808,"TMAX",1959,2026,"TX","TEXAS",68
"USC00413341",27.8722,-98.6175,"TMAX",1962,2026,"TX","TEXAS",65
"USC00413368",34.6397,-102.7228,"TMAX",1962,2026,"TX","TEXAS",65
"USC00413411",32.7744,-101.4539,"TMAX",1912,2026,"TX","TEXAS",115
"USC00413420",33.6461,-97.0592,"TMAX",1987,2026,"TX","TEXAS",40
"USC00413507",30.6764,-97.7208,"TMAX",1981,2026,"TX","TEXAS",46
"USC00413614",31.4406,-98.5903,"TMAX",1960,2026,"TX","TEXAS",67
"USC00413622",29.4744,-97.4481,"TMAX",1965,2023,"TX","TEXAS",59
"USC00413675",32.5217,-97.8069,"TMAX",2004,2026,"TX","TEXAS",23
"USC00413686",30.7189,-97.3211,"TMAX",1980,2023,"TX","TEXAS",44
"USC00413691",32.9506,-97.0553,"TMAX",1897,2023,"TX","TEXAS",127
"USC00413734",33.1678,-96.0983,"TMAX",1900,2024,"TX","TEXAS",125
"USC00413787",36.2631,-101.405,"TMAX",1962,2026,"TX","TEXAS",65
"USC00413828",33.6267,-100.3369,"TMAX",1964,2026,"TX","TEXAS",63
"USC00413873",29.4706,-96.9397,"TMAX",1893,2026,"TX","TEXAS",134
"USC00413877",32.4478,-94.5956,"TMAX",1998,2026,"TX","TEXAS",29
"USC00413943",26.2028,-97.6728,"TMAX",1912,2026,"TX","TEXAS",115
"USC00413954",30.3086,-99.203,"TMAX",2010,2026,"TX","TEXAS",17
"USC00413972",34.3697,-102.1175,"TMAX",1986,2026,"TX","TEXAS",41
"USC00413992",33.1644,-99.7389,"TMAX",1893,2025,"TX","TEXAS",133
"USC00414081",32.1828,-94.7967,"TMAX",1941,2026,"TX","TEXAS",86
"USC00414098",34.8172,-102.4003,"TMAX",1905,2025,"TX","TEXAS",121
"USC00414182",32.0161,-97.1094,"TMAX",1903,2026,"TX","TEXAS",124
"USC00414278",31.8456,-99.5606,"TMAX",1953,2026,"TX","TEXAS",74
"USC00414333",29.4717,-95.0833,"TMAX",1990,2026,"TX","TEXAS",37
"USC00414375",30.0631,-99.505,"TMAX",1997,2026,"TX","TEXAS",30
"USC00414382",30.7064,-95.5422,"TMAX",1903,2026,"TX","TEXAS",124
"USC00414517",33.2064,-98.1689,"TMAX",1941,2026,"TX","TEXAS",86
"USC00414525",31.9622,-95.2736,"TMAX",1953,2026,"TX","TEXAS",74
"USC00414570",33.2542,-100.5731,"TMAX",1962,2026,"TX","TEXAS",65
"USC00414577",32.7692,-94.3592,"TMAX",1903,2026,"TX","TEXAS",124
"USC00414597",32.6406,-96.9747,"TMAX",1990,2024,"TX","TEXAS",35
"USC00414605",30.3,-98.4094,"TMAX",1964,2025,"TX","TEXAS",62
"USC00414633",32.4981,-94.1103,"TMAX",2020,2026,"TX","TEXAS",7
"USC00414670",30.4453,-99.8045,"TMAX",1897,2026,"TX","TEXAS",130
"USC00414770",31.0158,-104.1108,"TMAX",1988,2026,"TX","TEXAS",39
"USC00414775",31.8408,-103.0889,"TMAX",2004,2023,"TX","TEXAS",20
"USC00414782",30.0739,-99.1094,"TMAX",1974,2025,"TX","TEXAS",52
"USC00414792",31.0658,-97.6919,"TMAX",1978,2026,"TX","TEXAS",49
"USC00414810",27.5311,-97.8497,"TMAX",1902,2026,"TX","TEXAS",125
"USC00414950",29.2694,-103.7575,"TMAX",1978,2026,"TX","TEXAS",49
"USC00414967",33.0642,-101.0489,"TMAX",1994,2026,"TX","TEXAS",33
"USC00414976",32.8228,-95.5278,"TMAX",1989,2026,"TX","TEXAS",38
"USC00414980",32.8522,-95.8864,"TMAX",1994,2026,"TX","TEXAS",33
"USC00414982",33.7542,-99.1442,"TMAX",1962,2026,"TX","TEXAS",65
"USC00415060",27.5683,-99.4331,"TMAX",1965,2025,"TX","TEXAS",61
"USC00415183",33.55,-102.3758,"TMAX",1937,2026,"TX","TEXAS",90
"USC00415247",36.2361,-100.2708,"TMAX",1963,2023,"TX","TEXAS",61
"USC00415265",33.8689,-102.2583,"TMAX",1966,2026,"TX","TEXAS",61
"USC00415272",30.7425,-98.6542,"TMAX",1902,2025,"TX","TEXAS",124
"USC00415341",32.4725,-94.7172,"TMAX",1902,2026,"TX","TEXAS",125
"USC00415344",32.5183,-94.7189,"TMAX",2002,2025,"TX","TEXAS",24
"USC00415409",33.5281,-101.8761,"TMAX",2012,2026,"TX","TEXAS",15
"USC00415429",29.6756,-97.6578,"TMAX",1897,2025,"TX","TEXAS",129
"USC00415435",30.2503,-94.1783,"TMAX",2001,2026,"TX","TEXAS",26
"USC00415477",30.9392,-95.9203,"TMAX",1942,2026,"TX","TEXAS",85
"USC00415590",30.3667,-104.0167,"TMAX",2024,2025,"TX","TEXAS",2
"USC00415618",32.4892,-94.3289,"TMAX",1893,2026,"TX","TEXAS",134
"USC00415650",30.7478,-99.2306,"TMAX",1957,2026,"TX","TEXAS",70
"USC00415658",34.025,-100.8117,"TMAX",1947,2026,"TX","TEXAS",80
"USC00415661",28.0372,-97.8725,"TMAX",1964,2026,"TX","TEXAS",63
"USC00415701",26.1922,-98.2503,"TMAX",1941,2026,"TX","TEXAS",86
"USC00415707",31.1331,-102.2217,"TMAX",1932,2026,"TX","TEXAS",95
"USC00415721",26.565,-98.1236,"TMAX",1941,2026,"TX","TEXAS",86
"USC00415742",29.81,-99.2497,"TMAX",1966,2024,"TX","TEXAS",59
"USC00415766",33.1828,-96.59,"TMAX",1903,2026,"TX","TEXAS",124
"USC00415821",34.7258,-100.5378,"TMAX",1905,2026,"TX","TEXAS",122
"USC00415861",31.4364,-100.8781,"TMAX",2008,2024,"TX","TEXAS",17
"USC00415893",31.9425,-102.1894,"TMAX",2014,2026,"TX","TEXAS",13
"USC00415954",32.635,-95.4822,"TMAX",2004,2026,"TX","TEXAS",23
"USC00416074",33.7186,-102.7586,"TMAX",1962,2026,"TX","TEXAS",65
"USC00416104",30.6711,-104.0231,"TMAX",1935,2026,"TX","TEXAS",92
"USC00416108",33.1631,-95.0097,"TMAX",1905,2026,"TX","TEXAS",122
"USC00416119",33.1964,-95.2236,"TMAX",1966,2025,"TX","TEXAS",60
"USC00416135",34.2192,-102.7328,"TMAX",1927,2026,"TX","TEXAS",100
"USC00416137",33.9561,-102.7778,"TMAX",1980,2026,"TX","TEXAS",47
"USC00416177",31.6164,-94.6431,"TMAX",1973,2025,"TX","TEXAS",53
"USC00416210",31.9611,-96.6881,"TMAX",1963,2026,"TX","TEXAS",64
"USC00416273",29.7044,-98.0283,"TMAX",2010,2026,"TX","TEXAS",17
"USC00416368",29.2828,-97.7675,"TMAX",1948,2024,"TX","TEXAS",77
"USC00416502",31.8797,-102.3592,"TMAX",1950,2025,"TX","TEXAS",76
"USC00416644",34.1794,-102.135,"TMAX",1942,2026,"TX","TEXAS",85
"USC00416680",30.2267,-93.7389,"TMAX",1986,2026,"TX","TEXAS",41
"USC00416740",34.0231,-100.1842,"TMAX",1954,2026,"TX","TEXAS",73
"USC00416742",33.8083,-100.2981,"TMAX",1996,2026,"TX","TEXAS",31
"USC00416747",31.5064,-99.9305,"TMAX",1963,2025,"TX","TEXAS",63
"USC00416776",35.5544,-100.9736,"TMAX",1964,2026,"TX","TEXAS",63
"USC00416792",29.3272,-103.2061,"TMAX",1955,2026,"TX","TEXAS",72
"USC00416794",33.6744,-95.5586,"TMAX",1896,2026,"TX","TEXAS",131
"USC00416879",28.8889,-99.0897,"TMAX",1902,2024,"TX","TEXAS",123
"USC00416959",29.6603,-103.1736,"TMAX",1967,2026,"TX","TEXAS",60
"USC00417074",33.1869,-102.8281,"TMAX",1946,2026,"TX","TEXAS",81
"USC00417079",34.1892,-101.7022,"TMAX",1908,2026,"TX","TEXAS",119
"USC00417081",34.1981,-101.7461,"TMAX",2000,2026,"TX","TEXAS",27
"USC00417111",28.9606,-98.4772,"TMAX",1948,2026,"TX","TEXAS",79
"USC00417140",28.6575,-96.5553,"TMAX",1957,2026,"TX","TEXAS",70
"USC00417170",27.8139,-97.075,"TMAX",1986,2024,"TX","TEXAS",39
"USC00417176",27.6997,-97.1581,"TMAX",2014,2026,"TX","TEXAS",13
"USC00417179",26.095,-97.3069,"TMAX",1928,2026,"TX","TEXAS",99
"USC00417184",26.5533,-97.4278,"TMAX",1958,2026,"TX","TEXAS",69
"USC00417206",33.1983,-101.3747,"TMAX",1962,2026,"TX","TEXAS",65
"USC00417215",29.0281,-98.5686,"TMAX",1941,2026,"TX","TEXAS",86
"USC00417232",29.9167,-99.7908,"TMAX",1955,2025,"TX","TEXAS",71
"USC00417300",31.9633,-98.4942,"TMAX",1963,2023,"TX","TEXAS",61
"USC00417327",32.3664,-99.1925,"TMAX",1963,2026,"TX","TEXAS",64
"USC00417388",32.2619,-97.7064,"TMAX",2000,2026,"TX","TEXAS",27
"USC00417458",26.4644,-97.7847,"TMAX",1913,2026,"TX","TEXAS",114
"USC00417588",32.9964,-96.7428,"TMAX",1965,2025,"TX","TEXAS",61
"USC00417622",26.3769,-98.8117,"TMAX",1897,2026,"TX","TEXAS",130
"USC00417624",29.1853,-102.9622,"TMAX",2006,2026,"TX","TEXAS",21
"USC00417704",28.0183,-97.0567,"TMAX",1959,2026,"TX","TEXAS",68
"USC00417706",30.0239,-100.2119,"TMAX",1894,2025,"TX","TEXAS",132
"USC00417743",32.4481,-100.5264,"TMAX",1937,2026,"TX","TEXAS",90
"USC00417841",31.8092,-95.1428,"TMAX",1942,2025,"TX","TEXAS",84
"USC00417936",31.0619,-94.1011,"TMAX",1968,2026,"TX","TEXAS",59
"USC00417944",31.3708,-100.4944,"TMAX",1947,2026,"TX","TEXAS",80
"USC00417947",29.4703,-98.4728,"TMAX",1997,2024,"TX","TEXAS",28
"USC00417951",31.5192,-94.1186,"TMAX",1909,2026,"TX","TEXAS",118
"USC00417981",26.565,-98.1189,"TMAX",2004,2026,"TX","TEXAS",23
"USC00417983",29.8833,-97.9494,"TMAX",1895,2026,"TX","TEXAS",132
"USC00417994",31.2842,-98.7589,"TMAX",2000,2026,"TX","TEXAS",27
"USC00418040",35.7047,-101.5492,"TMAX",1993,2026,"TX","TEXAS",34
"USC00418059",26.2656,-97.8714,"TMAX",1987,2024,"TX","TEXAS",38
"USC00418201",32.7131,-102.6597,"TMAX",1922,2023,"TX","TEXAS",102
"USC00418274",33.7033,-96.6419,"TMAX",1897,2026,"TX","TEXAS",130
"USC00418323",34.4733,-101.3022,"TMAX",1961,2026,"TX","TEXAS",66
"USC00418433",32.71,-100.9111,"TMAX",1911,2026,"TX","TEXAS",116
"USC00418446",30.3367,-96.5403,"TMAX",1963,2026,"TX","TEXAS",64
"USC00418449",30.5508,-100.6519,"TMAX",1902,2025,"TX","TEXAS",124
"USC00418487",26.1375,-97.1742,"TMAX",1992,2025,"TX","TEXAS",34
"USC00418566",33.4792,-100.8761,"TMAX",1911,2026,"TX","TEXAS",116
"USC00418583",32.9403,-99.8036,"TMAX",1911,2026,"TX","TEXAS",116
"USC00418728",29.6197,-95.6575,"TMAX",1893,2026,"TX","TEXAS",134
"USC00418743",33.1481,-95.6269,"TMAX",1893,2026,"TX","TEXAS",134
"USC00418818",33.17,-101.81,"TMAX",1913,2026,"TX","TEXAS",114
"USC00418862",30.5844,-97.4156,"TMAX",2001,2026,"TX","TEXAS",26
"USC00418924",29.3486,-103.595,"TMAX",2007,2023,"TX","TEXAS",17
"USC00418942",33.4367,-94.0772,"TMAX",1968,2026,"TX","TEXAS",59
"USC00418996",29.4822,-95.6314,"TMAX",1942,2023,"TX","TEXAS",82
"USC00419016",33.3144,-99.2006,"TMAX",2000,2024,"TX","TEXAS",25
"USC00419088",31.4019,-106.0569,"TMAX",1981,2025,"TX","TEXAS",45
"USC00419101",30.7931,-94.1819,"TMAX",1970,2026,"TX","TEXAS",57
"USC00419163",33.7569,-99.8619,"TMAX",1963,2026,"TX","TEXAS",64
"USC00419175",34.5583,-101.7239,"TMAX",1948,2026,"TX","TEXAS",79
"USC00419191",34.3961,-100.8967,"TMAX",1964,2026,"TX","TEXAS",63
"USC00419207",32.3008,-95.3103,"TMAX",1984,2026,"TX","TEXAS",43
"USC00419270",30.5939,-104.4928,"TMAX",1978,2023,"TX","TEXAS",46
