"ID","LATITUDE","LONGITUDE","ELEMENT","FIRSTYEAR","LASTYEAR","STATE","STATE_NAME","RECORD_LENGTH"
"CA007027540",45.2167,-73.85,"TMAX",1963,2023,"QC","QUEBEC",61
"CA007027656",46.25,-71.2167,"TMAX",1971,2024,"QC","QUEBEC",54
"CA007027660",46.2167,-70.5,"TMAX",1963,2024,"QC","QUEBEC",62
"CA007027733",46.3333,-71.05,"TMAX",1964,2023,"QC","QUEBEC",60
"CA007027802",45.3667,-71.5333,"TMAX",1961,2024,"QC","QUEBEC",64
"CA007027840",46.5,-71.0833,"TMAX",1950,2024,"QC","QUEBEC",75
"CA007028123",45.4333,-71.6833,"TMAX",2009,2024,"QC","QUEBEC",16
"CA007028200",46.0333,-73.1167,"TMAX",1914,2024,"QC","QUEBEC",111
"CA007028441",46.1,-71.35,"TMAX",1966,2024,"QC","QUEBEC",59
"CA007028442",46.05,-71.2667,"TMAX",2006,2025,"QC","QUEBEC",20
"CA007028700",45.7667,-73.3667,"TMAX",1963,2024,"QC","QUEBEC",62
"CA007028754",46.2,-70.7833,"TMAX",1994,2025,"QC","QUEBEC",32
"CA00702FHL8",45.4333,-73.9333,"TMAX",1993,2025,"QC","QUEBEC",33
"CA00702FQLF",45.1167,-74.2833,"TMAX",1994,2025,"QC","QUEBEC",32
"CA00702FR30",45.6667,-71.7333,"TMAX",1975,2024,"QC","QUEBEC",50
"CA00702LED4",45.3,-73.35,"TMAX",1994,2025,"QC","QUEBEC",32
"CA00702S006",45.4667,-73.75,"TMAX",2002,2024,"QC","QUEBEC",23
"CA007030310",45.95,-74.6167,"TMAX",1963,2024,"QC","QUEBEC",62
"CA007031315",45.6833,-76.4333,"TMAX",1980,2024,"QC","QUEBEC",45
"CA007031360",45.5167,-75.7833,"TMAX",1927,2024,"QC","QUEBEC",98
"CA007031375",45.9,-75.0833,"TMAX",1964,2024,"QC","QUEBEC",61
"CA007033650",45.65,-74.3333,"TMAX",1963,2024,"QC","QUEBEC",62
"CA007033939",46.3667,-74.7667,"TMAX",1976,2024,"QC","QUEBEC",49
"CA007034365",45.5333,-76.05,"TMAX",1980,2024,"QC","QUEBEC",45
"CA007034482",46.2667,-76,"TMAX",1993,2025,"QC","QUEBEC",33
"CA007035666",45.8,-74.9833,"TMAX",1979,2024,"QC","QUEBEC",46
"CA007036855",46.85,-75.3333,"TMAX",1963,2024,"QC","QUEBEC",62
"CA007037310",45.9833,-74,"TMAX",1961,2024,"QC","QUEBEC",64
"CA007037400",45.8,-74.05,"TMAX",1932,2024,"QC","QUEBEC",93
"CA007038975",46.0667,-76.05,"TMAX",1967,2024,"QC","QUEBEC",58
"CA00703GDKB",46.0833,-74.55,"TMAX",1994,2024,"QC","QUEBEC",31
"CA007040442",49.1333,-68.2,"TMAX",2005,2024,"QC","QUEBEC",20
"CA007040444",49.1333,-68.2,"TMAX",2010,2025,"QC","QUEBEC",16
"CA007041100",50.1667,-60.0667,"TMAX",1963,2025,"QC","QUEBEC",63
"CA007041166",48.3667,-70.5333,"TMAX",1994,2025,"QC","QUEBEC",32
"CA007041312",47.2833,-70.6333,"TMAX",1997,2025,"QC","QUEBEC",29
"CA007041382",50.4667,-59.6333,"TMAX",1992,2025,"QC","QUEBEC",34
"CA007041JG6",47.0833,-70.7833,"TMAX",1993,2025,"QC","QUEBEC",33
"CA007042395",47.3167,-71.15,"TMAX",2003,2025,"QC","QUEBEC",23
"CA007043019",50.2833,-63.6167,"TMAX",2010,2024,"QC","QUEBEC",15
"CA007043B79",50.2167,-64.2,"TMAX",1994,2025,"QC","QUEBEC",32
"CA007043BP9",48.0667,-69.55,"TMAX",1993,2025,"QC","QUEBEC",33
"CA007044288",49.1167,-68.3833,"TMAX",1973,2024,"QC","QUEBEC",52
"CA007044328",50.2667,-64.2333,"TMAX",1994,2025,"QC","QUEBEC",32
"CA007045398",50.1833,-61.7833,"TMAX",2010,2025,"QC","QUEBEC",16
"CA007045401",50.1833,-61.8,"TMAX",2008,2025,"QC","QUEBEC",18
"CA007046059",48.1333,-69.7167,"TMAX",1995,2025,"QC","QUEBEC",31
"CA00704607C",48.2667,-70.1167,"TMAX",1994,2025,"QC","QUEBEC",32
"CA007047914",50.2167,-66.25,"TMAX",2002,2025,"QC","QUEBEC",24
"CA00704C64L",51.8667,-63.2833,"TMAX",1993,2025,"QC","QUEBEC",33
"CA00704F0PN",49.3167,-67.3833,"TMAX",1992,2025,"QC","QUEBEC",34
"CA00704FEG0",50.2833,-64.7833,"TMAX",1965,2024,"QC","QUEBEC",60
"CA00704Q003",50.1667,-66.4333,"TMAX",1997,2025,"QC","QUEBEC",29
"CA00704S001",49.2667,-68.15,"TMAX",1996,2025,"QC","QUEBEC",30
"CA007051050",48.4167,-64.3167,"TMAX",1992,2025,"QC","QUEBEC",34
"CA007051055",48.85,-64.2,"TMAX",1973,2023,"QC","QUEBEC",51
"CA007051163",49.25,-65.3167,"TMAX",1992,2025,"QC","QUEBEC",34
"CA007053038",49.0833,-61.7,"TMAX",1992,2023,"QC","QUEBEC",32
"CA007053649",48.2833,-67.5667,"TMAX",1972,2024,"QC","QUEBEC",53
"CA007053KGR",47.4333,-61.7667,"TMAX",1994,2025,"QC","QUEBEC",32
"CA007054096",47.35,-70.0333,"TMAX",1996,2025,"QC","QUEBEC",30
"CA007055121",48.6167,-68.2,"TMAX",2013,2024,"QC","QUEBEC",12
"CA007055422",48.0167,-65.3333,"TMAX",1994,2025,"QC","QUEBEC",32
"CA007056068",48.5167,-68.4667,"TMAX",1996,2025,"QC","QUEBEC",30
"CA007056202",49.8333,-64.3,"TMAX",1992,2025,"QC","QUEBEC",34
"CA007056616",47.8,-69.55,"TMAX",1992,2025,"QC","QUEBEC",34
"CA007056930",46.4833,-70.2167,"TMAX",1963,2024,"QC","QUEBEC",62
"CA007057395",48.8833,-67.1167,"TMAX",1963,2024,"QC","QUEBEC",62
"CA007057515",46.7333,-70.0167,"TMAX",1963,2024,"QC","QUEBEC",62
"CA007057567",46.8667,-70.8833,"TMAX",1978,2024,"QC","QUEBEC",47
"CA00705LKPQ",48.4167,-68.9,"TMAX",1994,2025,"QC","QUEBEC",32
"CA00705S002",49.1167,-66.65,"TMAX",1996,2025,"QC","QUEBEC",30
"CA007060400",48.3333,-71,"TMAX",1942,2025,"QC","QUEBEC",84
"CA007060826",50.7333,-71.0167,"TMAX",1994,2025,"QC","QUEBEC",32
"CA007061288",49.2833,-73.35,"TMAX",1995,2025,"QC","QUEBEC",31
"CA007063370",48.4333,-71.15,"TMAX",1963,2025,"QC","QUEBEC",63
"CA007064181",48.3,-71.1333,"TMAX",2001,2025,"QC","QUEBEC",25
"CA007065012",48.6,-71.7167,"TMAX",1996,2025,"QC","QUEBEC",30
"CA007065639",48.85,-72.55,"TMAX",1993,2025,"QC","QUEBEC",33
"CA007065738",48.9,-71.0333,"TMAX",1997,2025,"QC","QUEBEC",29
"CA007066820",48.5667,-71.3333,"TMAX",1954,2024,"QC","QUEBEC",71
"CA007067658",48.6167,-72.4167,"TMAX",1980,2024,"QC","QUEBEC",45
"CA00706I001",51.5333,-71.1167,"TMAX",1995,2025,"QC","QUEBEC",31
"CA00706I155",50.65,-70.5333,"TMAX",1994,2025,"QC","QUEBEC",32
"CA00706Q001",48.3,-70.9167,"TMAX",1997,2025,"QC","QUEBEC",29
"CA007075800",47.9167,-74.6167,"TMAX",1943,2025,"QC","QUEBEC",83
"CA007077570",46.6833,-73.9167,"TMAX",1966,2024,"QC","QUEBEC",59
"CA007077571",46.8167,-74.1,"TMAX",2009,2025,"QC","QUEBEC",17
"CA00707DBD4",47.4167,-72.7833,"TMAX",1994,2025,"QC","QUEBEC",32
"CA007080468",46.7167,-79.1,"TMAX",1910,2025,"QC","QUEBEC",116
"CA007085106",48.4167,-78.7333,"TMAX",1980,2024,"QC","QUEBEC",45
"CA007086716",48.25,-79.0333,"TMAX",1994,2025,"QC","QUEBEC",32
"CA007091299",49.8167,-74.9833,"TMAX",2001,2025,"QC","QUEBEC",25
"CA007091404",49.7667,-74.5333,"TMAX",1977,2025,"QC","QUEBEC",49
"CA007093714",53.75,-73.6833,"TMAX",2011,2025,"QC","QUEBEC",15
"CA007093716",53.6333,-77.7,"TMAX",1977,2025,"QC","QUEBEC",49
"CA007093GJ5",53.75,-73.6833,"TMAX",1985,2025,"QC","QUEBEC",41
"CA007094636",49.7667,-77.8,"TMAX",2011,2025,"QC","QUEBEC",15
"CA007094637",49.75,-77.8,"TMAX",1992,2025,"QC","QUEBEC",34
"CA007098603",48.05,-77.7833,"TMAX",2008,2024,"QC","QUEBEC",17
"CA007098605",48.05,-77.7833,"TMAX",2011,2025,"QC","QUEBEC",15
"CA00709CEE9",48.8,-78.2833,"TMAX",1973,2024,"QC","QUEBEC",52
"CA007103280",58.4667,-78.0833,"TMAX",2011,2025,"QC","QUEBEC",15
"CA00710S005",58.4667,-78.0833,"TMAX",2008,2024,"QC","QUEBEC",17
"CA007113534",58.1,-68.4167,"TMAX",1947,2025,"QC","QUEBEC",79
"CA007115800",61.3167,-73.6667,"TMAX",2009,2025,"QC","QUEBEC",17
"CA007116505",57.9167,-72.9833,"TMAX",2006,2025,"QC","QUEBEC",20
"CA007117823",54.8,-66.8,"TMAX",2012,2024,"QC","QUEBEC",13
"CA007117827",54.8,-66.8,"TMAX",1957,2025,"QC","QUEBEC",69
"CA008100300",46.7167,-67.7167,"TMAX",1929,2024,"NB","NEW BRUNSWICK",96
"CA008100467",47.8,-64.8333,"TMAX",1993,2025,"NB","NEW BRUNSWICK",33
"CA008100885",47.9833,-66.3333,"TMAX",2003,2025,"NB","NEW BRUNSWICK",23
"CA008100989",47.0167,-65.4667,"TMAX",2005,2025,"NB","NEW BRUNSWICK",21
"CA008101303",47.4167,-68.3167,"TMAX",2004,2025,"NB","NEW BRUNSWICK",22
"CA008101605",45.9167,-66.6167,"TMAX",2000,2025,"NB","NEW BRUNSWICK",26
"CA008101746",45.6,-64.95,"TMAX",1993,2025,"NB","NEW BRUNSWICK",33
"CA008101925",44.7167,-66.8,"TMAX",2000,2025,"NB","NEW BRUNSWICK",26
"CA008102536",45.95,-66.9,"TMAX",1973,2024,"NB","NEW BRUNSWICK",52
"CA008102848",45.7,-65.1667,"TMAX",2006,2025,"NB","NEW BRUNSWICK",20
"CA008103050",48.0167,-64.5,"TMAX",1957,2025,"NB","NEW BRUNSWICK",69
"CA008103201",46.1167,-64.6833,"TMAX",2012,2024,"NB","NEW BRUNSWICK",13
"CA008103780",45.5,-66.1,"TMAX",2011,2024,"NB","NEW BRUNSWICK",14
"CA008104201",45.0667,-66.45,"TMAX",1992,2025,"NB","NEW BRUNSWICK",34
"CA008104295",47.4333,-65.6,"TMAX",2010,2025,"NB","NEW BRUNSWICK",16
"CA008104901",45.3167,-65.8833,"TMAX",2012,2024,"NB","NEW BRUNSWICK",13
"CA008104935",45.2167,-67.25,"TMAX",2006,2024,"NB","NEW BRUNSWICK",19
"CA008200255",43.45,-65.4667,"TMAX",2007,2025,"NS","NOVA SCOTIA",19
"CA008200558",44.8167,-62.3333,"TMAX",1992,2025,"NS","NOVA SCOTIA",34
"CA008200604",44.2833,-66.35,"TMAX",2005,2025,"NS","NOVA SCOTIA",21
"CA008200774",45.7667,-62.6833,"TMAX",1993,2025,"NS","NOVA SCOTIA",33
"CA008201390",45.4167,-63.4667,"TMAX",2003,2025,"NS","NOVA SCOTIA",23
"CA008201780",45.9167,-60.65,"TMAX",2011,2025,"NS","NOVA SCOTIA",15
"CA008201969",46.55,-61.05,"TMAX",2005,2024,"NS","NOVA SCOTIA",20
"CA008202000",44.9833,-64.9167,"TMAX",1942,2025,"NS","NOVA SCOTIA",84
"CA008202251",44.8833,-63.5167,"TMAX",2012,2024,"NS","NOVA SCOTIA",13
"CA008202318",45.35,-60.9833,"TMAX",1993,2025,"NS","NOVA SCOTIA",33
"CA008202502",46.6667,-60.4,"TMAX",2000,2025,"NS","NOVA SCOTIA",26
"CA008202592",44.4,-65.2,"TMAX",1993,2025,"NS","NOVA SCOTIA",33
"CA008202810",45.0667,-64.4833,"TMAX",1996,2025,"NS","NOVA SCOTIA",30
"CA008203210",44.3667,-64.3,"TMAX",2005,2024,"NS","NOVA SCOTIA",20
"CA008203405",44.9833,-62.4833,"TMAX",2000,2024,"NS","NOVA SCOTIA",25
"CA008203478",44.6,-63.5333,"TMAX",2005,2024,"NS","NOVA SCOTIA",20
"CA008203702",45.7667,-64.2333,"TMAX",2003,2025,"NS","NOVA SCOTIA",23
"CA008204161",46.8167,-60.6667,"TMAX",1998,2025,"NS","NOVA SCOTIA",28
"CA008204193",45.2333,-63.05,"TMAX",2005,2025,"NS","NOVA SCOTIA",21
"CA008204402",45.4167,-64.35,"TMAX",2004,2025,"NS","NOVA SCOTIA",22
"CA008204453",44.7667,-63.8333,"TMAX",1979,2024,"NS","NOVA SCOTIA",46
"CA008204495",45.65,-61.3667,"TMAX",2010,2025,"NS","NOVA SCOTIA",16
"CA008204909",47.2333,-60.15,"TMAX",1993,2025,"NS","NOVA SCOTIA",33
"CA008205092",44.6333,-63.5167,"TMAX",2008,2025,"NS","NOVA SCOTIA",18
"CA008205700",46.1667,-60.05,"TMAX",1941,2025,"NS","NOVA SCOTIA",85
"CA008205702",46.1667,-60.05,"TMAX",2006,2025,"NS","NOVA SCOTIA",20
"CA008205895",45.6167,-61.6833,"TMAX",2003,2025,"NS","NOVA SCOTIA",23
"CA008206222",45.05,-64.65,"TMAX",1980,2023,"NS","NOVA SCOTIA",44
"CA008206240",43.9833,-64.6667,"TMAX",1959,2025,"NS","NOVA SCOTIA",67
"CA008206491",43.8333,-66.0833,"TMAX",2012,2025,"NS","NOVA SCOTIA",14
"CA008206495",43.8333,-66.0833,"TMAX",1955,2025,"NS","NOVA SCOTIA",71
"CA008300300",46.2833,-63.1333,"TMAX",1943,2025,"PE","PRINCE EDWARD ISLAND",83
"CA008300301",46.2833,-63.1167,"TMAX",2012,2024,"PE","PRINCE EDWARD ISLAND",13
"CA008300418",46.4667,-61.9833,"TMAX",1992,2025,"PE","PRINCE EDWARD ISLAND",34
"CA008300497",46.4167,-63.35,"TMAX",1971,2023,"PE","PRINCE EDWARD ISLAND",53
"CA008300516",47.05,-64,"TMAX",2002,2025,"PE","PRINCE EDWARD ISLAND",24
"CA008300562",46.45,-62.5833,"TMAX",2003,2025,"PE","PRINCE EDWARD ISLAND",23
"CA008300590",46.4167,-63.0833,"TMAX",1961,2024,"PE","PRINCE EDWARD ISLAND",64
"CA008300596",46.4333,-63.8333,"TMAX",1999,2025,"PE","PRINCE EDWARD ISLAND",27
"CA008305500",46.3,-63.5833,"TMAX",2004,2024,"PE","PRINCE EDWARD ISLAND",21
"CA00830P001",46.35,-63.1667,"TMAX",2000,2025,"PE","PRINCE EDWARD ISLAND",26
"CA008400104",47.3,-54,"TMAX",1992,2025,"NL","NEWFOUNDLAND AND LABRADOR",34
"CA008400301",48.9667,-56.0667,"TMAX",1973,2025,"NL","NEWFOUNDLAND AND LABRADOR",53
"CA008400601",48.6667,-53.1167,"TMAX",2006,2024,"NL","NEWFOUNDLAND AND LABRADOR",19
"CA008400801",47.6167,-57.6167,"TMAX",2005,2025,"NL","NEWFOUNDLAND AND LABRADOR",21
"CA008400812",48.1667,-57.3333,"TMAX",1972,2024,"NL","NEWFOUNDLAND AND LABRADOR",53
"CA008401000",46.6667,-53.0833,"TMAX",1920,2025,"NL","NEWFOUNDLAND AND LABRADOR",106
"CA008401295",49.3167,-57.4,"TMAX",2012,2025,"NL","NEWFOUNDLAND AND LABRADOR",14
"CA008401298",48.9333,-57.9167,"TMAX",1993,2025,"NL","NEWFOUNDLAND AND LABRADOR",33
"CA008401300",48.95,-57.95,"TMAX",1933,2024,"NL","NEWFOUNDLAND AND LABRADOR",92
"CA008401500",49.1667,-57.4333,"TMAX",1933,2024,"NL","NEWFOUNDLAND AND LABRADOR",92
"CA008401502",49.2167,-57.4,"TMAX",2012,2024,"NL","NEWFOUNDLAND AND LABRADOR",13
"CA008401538",50.7167,-56.1167,"TMAX",1993,2025,"NL","NEWFOUNDLAND AND LABRADOR",33
"CA008401565",51.0167,-57.1,"TMAX",1993,2025,"NL","NEWFOUNDLAND AND LABRADOR",33
"CA008401703",48.9333,-54.5667,"TMAX",1957,2025,"NL","NEWFOUNDLAND AND LABRADOR",69
"CA008401705",48.95,-54.5667,"TMAX",2005,2025,"NL","NEWFOUNDLAND AND LABRADOR",21
"CA008402520",49.9167,-55.6667,"TMAX",1984,2025,"NL","NEWFOUNDLAND AND LABRADOR",42
"CA008402544",48.35,-53.9,"TMAX",1962,2024,"NL","NEWFOUNDLAND AND LABRADOR",63
"CA008402757",48.8167,-56.55,"TMAX",2013,2025,"NL","NEWFOUNDLAND AND LABRADOR",13
"CA008403255",47.3667,-55.8,"TMAX",1993,2025,"NL","NEWFOUNDLAND AND LABRADOR",33
"CA008403399",51.3833,-56.1,"TMAX",1999,2025,"NL","NEWFOUNDLAND AND LABRADOR",27
"CA008403505",47.6167,-52.75,"TMAX",2012,2024,"NL","NEWFOUNDLAND AND LABRADOR",13
"CA008403603",47.5167,-52.7833,"TMAX",2010,2024,"NL","NEWFOUNDLAND AND LABRADOR",15
"CA008403619",46.9167,-55.3833,"TMAX",1977,2025,"NL","NEWFOUNDLAND AND LABRADOR",49
"CA008403800",48.5333,-58.55,"TMAX",1942,2025,"NL","NEWFOUNDLAND AND LABRADOR",84
"CA008403820",48.5667,-58.5667,"TMAX",2008,2024,"NL","NEWFOUNDLAND AND LABRADOR",17
"CA008403851",48.55,-53.9667,"TMAX",1996,2025,"NL","NEWFOUNDLAND AND LABRADOR",30
"CA008404025",49.6833,-54.8,"TMAX",1993,2025,"NL","NEWFOUNDLAND AND LABRADOR",33
"CA008404343",47.7167,-59.3167,"TMAX",2006,2025,"NL","NEWFOUNDLAND AND LABRADOR",20
"CA00840B053",48.1667,-52.9333,"TMAX",2002,2025,"NL","NEWFOUNDLAND AND LABRADOR",24
"CA00840BR7C",49.1167,-53.5833,"TMAX",2005,2024,"NL","NEWFOUNDLAND AND LABRADOR",20
"CA00840KN90",47.3333,-54.5833,"TMAX",2005,2025,"NL","NEWFOUNDLAND AND LABRADOR",21
"CA008501100",53.7167,-57.0333,"TMAX",1934,2025,"NL","NEWFOUNDLAND AND LABRADOR",92
"CA008501131",53.5667,-64.1,"TMAX",2011,2025,"NL","NEWFOUNDLAND AND LABRADOR",15
"CA008501900",53.3167,-60.4167,"TMAX",1941,2025,"NL","NEWFOUNDLAND AND LABRADOR",85
"CA008502400",55.45,-60.2167,"TMAX",1942,2025,"NL","NEWFOUNDLAND AND LABRADOR",84
"CA008502799",56.55,-61.6833,"TMAX",2004,2025,"NL","NEWFOUNDLAND AND LABRADOR",22
"CAW00064757",44.2325,-79.7811,"TMAX",2004,2026,"ON","ONTARIO",23
"CQC00914080",15.2156,145.7525,"TMAX",1995,2026,"MP","NORTHERN MARIANA ISLANDS",32
"CQC00914801",14.1717,145.2428,"TMAX",1993,2026,"MP","NORTHERN MARIANA ISLANDS",34
"CQC00914855",15.1167,145.7167,"TMAX",2006,2026,"MP","NORTHERN MARIANA ISLANDS",21
"FMC00914251",8.55,151.9092,"TMAX",2003,2024,"FM","MICRONESIA",22
"FMC00914325",1.0833,154.8,"TMAX",1968,2026,"FM","MICRONESIA",59
"FMC00914395",5.3544,162.9533,"TMAX",1954,2026,"FM","MICRONESIA",73
"FMC00914590",3.85,155.0167,"TMAX",2014,2026,"FM","MICRONESIA",13
"FMC00914720",6.2167,160.7,"TMAX",1997,2025,"FM","MICRONESIA",29
"FMC00914843",5.3264,163.005,"TMAX",1990,2024,"FM","MICRONESIA",35
"FMW00040308",9.4833,138.0833,"TMAX",1951,2026,"FM","MICRONESIA",76
"FMW00040504",6.9667,158.2167,"TMAX",1951,2026,"FM","MICRONESIA",76
"FMW00040505",7.4667,151.85,"TMAX",1951,2026,"FM","MICRONESIA",76
"GQC00914025",13.5761,144.9281,"TMAX",1953,2025,"GU","GUAM",73
"GQW00041406",13.4333,144.8,"TMAX",1945,2026,"GU","GUAM",82
"GQW00041414",13.5833,144.9167,"TMAX",1949,2025,"GU","GUAM",77
"GQW00041415",13.55,144.8333,"TMAX",1956,2026,"GU","GUAM",71
"MQW00022701",28.2,-177.3833,"TMAX",1949,2025,"UM","U.S. MINOR OUTLYING ISLANDS",77
"PSC00914519",7.45,134.5,"TMAX",1983,2025,"PW","PALAU",43
"PSC00914712",7.0333,134.2667,"TMAX",1991,2025,"PW","PALAU",35
"PSC00914904",7.3689,134.5411,"TMAX",2024,2026,"PW","PALAU",3
"PSC00914913",7.3689,134.5411,"TMAX",2004,2026,"PW","PALAU",23
"PSW00040309",7.3367,134.4769,"TMAX",1951,2026,"PW","PALAU",76
"RMC00913915",7.2667,168.8333,"TMAX",2014,2026,"MH","MARSHALL ISLANDS",13
"RMC00914487",6.0833,171.7333,"TMAX",2014,2024,"MH","MARSHALL ISLANDS",11
"RMC00914903",9.4667,170.25,"TMAX",2014,2025,"MH","MARSHALL ISLANDS",12
"RMW00040604",8.7333,167.7333,"TMAX",1952,2026,"MH","MARSHALL ISLANDS",75
"RMW00040710",7.065,171.2719,"TMAX",1955,2026,"MH","MARSHALL ISLANDS",72
"RQC00660053",18.1722,-66.7383,"TMAX",2022,2025,"PR","PUERTO RICO",4
"RQC00660061",18.1747,-66.7978,"TMAX",1970,2026,"PR","PUERTO RICO",57
"RQC00660152",17.9556,-66.2222,"TMAX",1955,2026,"PR","PUERTO RICO",72
"RQC00660158",18.1281,-66.2642,"TMAX",1906,2026,"PR","PUERTO RICO",121
"RQC00660426",18.3494,-66.7525,"TMAX",1980,2026,"PR","PUERTO RICO",47
"RQC00662633",18.3069,-66.4739,"TMAX",2017,2025,"PR","PUERTO RICO",9
"RQC00662801",18.3808,-67.1569,"TMAX",1899,2026,"PR","PUERTO RICO",128
"RQC00663431",18.3361,-66.6667,"TMAX",1937,2025,"PR","PUERTO RICO",89
"RQC00663657",18.3342,-65.6528,"TMAX",1931,2026,"PR","PUERTO RICO",96
"RQC00664193",17.9797,-66.1264,"TMAX",1914,2026,"PR","PUERTO RICO",113
"RQC00664614",18.1506,-65.7719,"TMAX",2013,2026,"PR","PUERTO RICO",14
"RQC00664702",18.4653,-67.0525,"TMAX",1901,2025,"PR","PUERTO RICO",125
"RQC00665064",18.2264,-65.9114,"TMAX",1931,2026,"PR","PUERTO RICO",96
"RQC00665097",18.0331,-67.0722,"TMAX",1900,2025,"PR","PUERTO RICO",126
"RQC00665693",17.9722,-67.0461,"TMAX",1959,2025,"PR","PUERTO RICO",67
"RQC00665807",18.4308,-66.4661,"TMAX",1900,2026,"PR","PUERTO RICO",127
"RQC00666343",18.2972,-65.29,"TMAX",2011,2025,"PR","PUERTO RICO",15
"RQC00666725",18.3169,-65.8664,"TMAX",2011,2024,"PR","PUERTO RICO",14
"RQC00666730",18.3853,-66.43,"TMAX",2009,2026,"PR","PUERTO RICO",18
"RQC00667292",18.0258,-66.5253,"TMAX",1898,2026,"PR","PUERTO RICO",129
"RQC00668814",18.4311,-65.9917,"TMAX",2006,2026,"PR","PUERTO RICO",21
"RQC00669415",18.4356,-66.1678,"TMAX",2004,2026,"PR","PUERTO RICO",23
"RQC00669432",18.1731,-66.4928,"TMAX",2002,2025,"PR","PUERTO RICO",24
"RQC00669521",18.3283,-66.0164,"TMAX",1957,2025,"PR","PUERTO RICO",69
"RQC00669829",18.0386,-65.8394,"TMAX",1971,2025,"PR","PUERTO RICO",55
"RQW00011603",18.4981,-67.1294,"TMAX",1942,2025,"PR","PUERTO RICO",84
"RQW00011630",18.2553,-65.6411,"TMAX",1942,2026,"PR","PUERTO RICO",85
"RQW00011641",18.4325,-66.0106,"TMAX",1956,2026,"PR","PUERTO RICO",71
"USC00010063",34.2108,-87.1783,"TMAX",2001,2026,"AL","ALABAMA",26
"USC00010160",32.935,-85.9556,"TMAX",1969,2025,"AL","ALABAMA",57
"USC00010178",33.1272,-88.155,"TMAX",1934,2025,"AL","ALABAMA",92
"USC00010260",34.9628,-87.3719,"TMAX",2004,2026,"AL","ALABAMA",23
"USC00010370",33.2014,-85.8686,"TMAX",2023,2026,"AL","ALABAMA",4
"USC00010390",34.7753,-86.9508,"TMAX",1991,2026,"AL","ALABAMA",36
"USC00010402",31.1819,-87.4389,"TMAX",1940,2026,"AL","ALABAMA",87
"USC00010425",32.5992,-85.4653,"TMAX",1996,2026,"AL","ALABAMA",31
"USC00010505",33.4528,-87.3572,"TMAX",1957,2026,"AL","ALABAMA",70
"USC00010583",30.8839,-87.7853,"TMAX",1915,2026,"AL","ALABAMA",112
"USC00010655",34.6892,-86.8819,"TMAX",1950,2026,"AL","ALABAMA",77
"USC00010764",33.3936,-87.0067,"TMAX",1977,2026,"AL","ALABAMA",50
"USC00011080",31.1414,-87.0486,"TMAX",1977,2026,"AL","ALABAMA",50
"USC00011490",34.15,-85.6847,"TMAX",2002,2026,"AL","ALABAMA",25
"USC00011620",33.2814,-86.3431,"TMAX",1957,2025,"AL","ALABAMA",69
"USC00011694",32.8158,-86.6044,"TMAX",1893,2026,"AL","ALABAMA",134
"USC00011725",31.8708,-85.45,"TMAX",1956,2026,"AL","ALABAMA",71
"USC00012096",34.2067,-86.8,"TMAX",1994,2025,"AL","ALABAMA",32
"USC00012172",30.2506,-88.0775,"TMAX",1975,2025,"AL","ALABAMA",51
"USC00012209",34.5756,-86.9339,"TMAX",1998,2026,"AL","ALABAMA",29
"USC00012245",32.5194,-87.8794,"TMAX",1951,2026,"AL","ALABAMA",76
"USC00012813",30.5467,-87.8808,"TMAX",1917,2025,"AL","ALABAMA",109
"USC00012883",33.6794,-87.83,"TMAX",1892,2026,"AL","ALABAMA",135
"USC00013043",34.4406,-85.7236,"TMAX",2001,2026,"AL","ALABAMA",26
"USC00013154",34.0219,-85.9878,"TMAX",1953,2026,"AL","ALABAMA",74
"USC00013160",32.8347,-88.1342,"TMAX",1957,2026,"AL","ALABAMA",70
"USC00013251",31.0383,-85.8708,"TMAX",1976,2026,"AL","ALABAMA",51
"USC00013511",32.6922,-87.5761,"TMAX",1890,2026,"AL","ALABAMA",137
"USC00013519",31.79,-86.6086,"TMAX",1920,2025,"AL","ALABAMA",106
"USC00013573",34.3344,-86.3297,"TMAX",1910,2026,"AL","ALABAMA",117
"USC00013575",34.3347,-86.3294,"TMAX",1995,2026,"AL","ALABAMA",32
"USC00013620",34.2314,-87.6353,"TMAX",1902,2026,"AL","ALABAMA",125
"USC00013645",34.1389,-87.9947,"TMAX",1962,2026,"AL","ALABAMA",65
"USC00013655",34.0608,-86.7906,"TMAX",2003,2026,"AL","ALABAMA",24
"USC00013775",33.6433,-85.6094,"TMAX",1956,2025,"AL","ALABAMA",70
"USC00013818",31.9478,-86.3131,"TMAX",2012,2025,"AL","ALABAMA",14
"USC00013931",32.2306,-86.3472,"TMAX",2018,2026,"AL","ALABAMA",9
"USC00014193",31.5253,-87.9278,"TMAX",1965,2026,"AL","ALABAMA",62
"USC00014280",34.2936,-86.5708,"TMAX",2019,2026,"AL","ALABAMA",8
"USC00014502",32.9069,-85.4336,"TMAX",1944,2025,"AL","ALABAMA",82
"USC00014977",34.7269,-86.7456,"TMAX",2021,2026,"AL","ALABAMA",6
"USC00015121",32.4717,-87.2308,"TMAX",1950,2026,"AL","ALABAMA",77
"USC00015397",32.0347,-85.4739,"TMAX",2019,2025,"AL","ALABAMA",7
"USC00015553",32.26,-86.2181,"TMAX",1998,2026,"AL","ALABAMA",29
"USC00015635",34.4883,-87.2989,"TMAX",1957,2026,"AL","ALABAMA",70
